title_id,genre,sort_code,weekdays,length,subscribers,rating,views,likes,status,daily_pass,title,authors,synopsis,weekdays_all,sort_code_likes,sort_code_subscribers,sort_code_rating,sort_code_views
66,ACTION,3,FRIDAY,534,2549061,9.7,701944492,26875819,ONGOING,FALSE,The God of High School,Yongje Park,"Mori Jin is a high school student and Taekwondo specialist who enters ""The God of High School,"" a fighting tournament that promises the winner anything they want. What began as a  competition to seek out the best high school fighter soon reveals itself to be part of a much greater plot that goes beyond Mori's wildest imagination. What will he give to become a true god?",FRIDAY,3,1,44,0
958,SLICE_OF_LIFE,0,FRIDAY,705,2214952,9.73,695733568,55951558,ONGOING,FALSE,My Giant Nerd Boyfriend,fishball,"Having a boyfriend who's a full foot taller than you might seem adorable at first, but it usually just ends up causing a whole bunch of minor inconveniences. Follow Fishball as she navigates the Malaysian life with her 6'5"" geeky boyfriend.","MONDAY,WEDNESDAY,FRIDAY",0,2,34,1
986,DRAMA,1,FRIDAY,181,4487057,9.77,545598384,31688277,ONGOING,FALSE,I Love Yoo,Quimchee,"Dogged by pain and misfortune from the very beginning, Shin-Ae decides she wants nothing to do with people nor anything to do with romance. Although content with her unsocial, boring, loveless existence, her lifestyle is challenged after she ruins an unsuspecting strangers' clothes.",FRIDAY,1,0,17,2
88,ACTION,5,FRIDAY,397,1991707,9.61,418286603,18286211,ONGOING,FALSE,The Gamer,"Sangyoung Seong,Sang-A","Jihan Han is your typical high school student -- minus the fact the he??s acquired the special ability to view the world around him as a video-game. Not long after this discovery, he stumbles upon a hidden world filled with others just like him. Now, amidst juggling homework and completing quests, Jihan must learn how to navigate his newfound power in order to level up in life.",FRIDAY,5,4,64,3
1102,COMEDY,2,FRIDAY,354,2032179,9.74,403083181,27870057,HIATUS,FALSE,Boyfriend of the Dead,Ushio,"She??s a smart, independent young woman who??s kicking ass and struggling to make her way through the middle of the zombie apocalypse. Just her luck: one day she goes out searching for food and shelter and ends up finding a boyfriend instead. And, oh yeah, because modern love isn??t hard enough?¦he??s UNDEAD!","TUESDAY,FRIDAY",2,3,29,4
1159,SLICE_OF_LIFE,4,FRIDAY,617,859974,9.53,260202872,18319320,COMPLETED,FALSE,Small World,Wonsun Jin,What do you do when you're having a bad day? Need a hug? Or just a laugh? Call your boyfriend of course! Follow along with Robin and Julien as they navigate in their own small world.,"TUESDAY,FRIDAY,SUNDAY",4,11,80,5
2616,SLICE_OF_LIFE,6,FRIDAY,100,1929145,9.38,240388083,15656813,HIATUS,FALSE,Boyfriends.,refrainbow,A comic about getting yourself a boyfriend... or multiple boyfriends! Four college students begin a polyamorous relationship and navigate the adventure that is their dating life!,"TUESDAY,FRIDAY",6,5,111,6
1221,ACTION,7,FRIDAY,311,1288264,9.76,220386442,14840503,ONGOING,FALSE,Hardcore Leveling Warrior,Sehoon Kim,"Known as Hardcore Leveling Warrior, Ethan is the #1 player of the world's biggest game, Lucid Adventure. But when a mysterious player kills Ethan and forces his character back to level 1, he will do anything to get back on top. New friends and old foes, as well as mysterious forces and his own dark past, will follow him as he does his best to take back what was once his.",FRIDAY,7,7,22,7
1513,DRAMA,9,FRIDAY,193,799717,9.04,130842289,11551389,HIATUS,FALSE,Acception,Colourbee,"With his rainbow-colored hair and love of all things fashion, Arcus is anything BUT your average teenager.  He??s an upbeat independent thinker, proud fashionista, and like the rest of us, is just looking for a few friends to call his own.  
Acception may be Arcus??story ??but it??s all OUR stories too - and it is for anyone who??s ever struggled to fit in, find love, or thought that High School was pretty much the worst thing ever invented.","TUESDAY,FRIDAY",9,14,137,8
658,COMEDY,12,FRIDAY,809,328398,9.49,114159892,8491876,COMPLETED,FALSE,Behind the GIFs,"AC Stuart,Kat Swenski","While exploring the dusty catacombs of a Pharaoh's tomb, intrepid explorers AC Stuart and Kat Swenski discovered an ancient relic that imbued them with the power to see the story behind any animated GIF. In a separate incident, they were bitten by a radioactive cartoonist. They now use their combined powers to explore the truth Behind the GIF. ","TUESDAY,WEDNESDAY,THURSDAY,FRIDAY",12,53,92,9
1498,COMEDY,10,FRIDAY,125,1256519,9.82,110430867,11198732,HIATUS,FALSE,Love Advice from the Great Duke of Hell,unfins,"The girl of your dreams barely knows you exist. Your friends can??t help. Your family is clueless. So where do you turn for love advice? Who can provide you with that essential assistance for the lovelorn?  If you??re average everyday teenager Paul, you summon a powerful demon from deep in the recesses of Hell and frankly, hope for the best.  ",FRIDAY,10,8,9,10
907,COMEDY,13,FRIDAY,664,326353,9.34,102425118,8234145,COMPLETED,FALSE,dustinteractive,Dustin Rogers,Dustin squiggles about being Frank.,"MONDAY,WEDNESDAY,FRIDAY",13,54,115,11
425,FANTASY,11,FRIDAY,21,845695,9.8,98950671,9292105,COMPLETED,TRUE,Hooky,M?­riam Bonastre Tur,"Dani and Dorian have missed the bus of the school of magic. Now, they must find someone who teach them how to be a great and good witches... Or maybe not.??
421,Where Tangents Meet,ROMANCE,instantmiso,THURSDAY,8,1196536,9.73,92203825,2859163,COMPLETED,True,As Landon and Rachelle venture into falling in love with one another",FRIDAY,11,12,11,12
2186,ROMANCE,8,FRIDAY,129,1239608,9.66,97348298,12816424,COMPLETED,FALSE,The Makeup Remover,Lee Yone,"After years of being told to focus on studying, Yeseul feels lost when she starts college and is suddenly expected to pay attention to makeup. When a chance encounter with brilliant makeup artist Yuseong leads to her taking part in a televised makeup competition, Yeseul begins to question the role that makeup and appearance play in society.",FRIDAY,8,9,55,13
2159,FANTASY,15,FRIDAY,58,1288903,9.76,71376519,6387667,HIATUS,FALSE,Suitor Armor,Purpah,"Lady-in-waiting, Lucia believes getting through the royal wedding will be the toughest part of her new life. That is until she finds herself falling head over heels with Modeus, an up-and-coming knight to the king's guard. With her newfound interest, she is quickly awakened to the mysteries of the kingdom when she learns Modeus is in fact an enchanted suit of armor without a soul. Could there be more to him than just shining armor? ",FRIDAY,15,6,21,14
523,SLICE_OF_LIFE,20,FRIDAY,742,189642,9.66,65727238,4641126,COMPLETED,FALSE,Lunarbaboon,Lunarbaboon,Lunarbaboon is a half man/half moon monkey trying to make sense of it all. ,"MONDAY,TUESDAY,FRIDAY",20,87,57,15
1572,SPORTS,18,FRIDAY,151,667849,9.76,57102734,4927919,ONGOING,FALSE,No Scope,ZOYANG,"PSI BOND: it??s the hottest online game in the world. Self-confident high schooler Suho Kang is a Grand Master, a title only the top 1% of players can achieve. He decides to take clueless Doyoon Lee, a loner who may or may not be a gaming genius, under his wing. Join them on the battlefield of PSI BOND, where high-speed connections and high school will never be the same again.",FRIDAY,18,19,23,16
1566,SUPERNATURAL,14,FRIDAY,125,769418,9.72,55792927,7113811,ONGOING,FALSE,Muted,Miranda Mundt,"On the full moon of her 21st year, the young witch, Camille Severin, is expected to perform the traditional ritual to summon forth a winged demon for her families success and prosperity. But when the ritual goes wrong, it reveals the terrifying truths about herself and the secrets that threaten to tear her family apart. ",FRIDAY,14,16,37,17
700,SF,26,FRIDAY,13,593913,9.81,55771058,3320749,COMPLETED,TRUE,Nano List,Songah Min,"Milo lives in a world where interacting with androids is completely normal. And now, he lives with TWO androids built by his sister. How safe is he living with androids who have deadly strength? Why did his sister gift him a ""bodyguard android?"" Well, he's about to find out the hard way.",FRIDAY,26,23,10,18
487,SLICE_OF_LIFE,22,FRIDAY,500,185755,9.44,52961208,3579406,COMPLETED,FALSE,Doodle for Food,Megan McKay,Cute and funny comics with a pinch of biting humor.,"THURSDAY,FRIDAY",22,89,106,19
1185,SUPERNATURAL,33,FRIDAY,5,884156,9.75,46300970,2881903,COMPLETED,TRUE,My Boo,Jeongseo,When you have an invisible roommate.,"MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",33,10,24,20
405,FANTASY,35,FRIDAY,271,194709,9.73,42490487,2627944,COMPLETED,FALSE,Newman,Josh Ulrich,"This isn't your average workplace relationship. It's not every day you fall for a girl who accidentally turns you into her love slave, but that's not half as scary as meeting her mother. Oh, and did we mention the monsters? There's lots of those.
",FRIDAY,35,85,36,21
867,FANTASY,31,FRIDAY,149,538397,9.54,41480157,2978816,HIATUS,FALSE,Athena Complex,Kaisar,"Suffering from heartbreak after being rejected by Poseidon, goddess of wisdom Athena becomes human to seek revenge... but as a high school boy. There she plots to befriend Poseidon??s reincarnation, Adrian, who doesn??t have the slightest clue about the world of gods. But will her sweet vengeance be thwarted by other opposing forces, or will her own one-sided love hinder her plans?",FRIDAY,31,27,79,22
98,SUPER_HERO,30,FRIDAY,9,363877,9.74,39462560,3131238,COMPLETED,TRUE,I Don't Want This Kind of Hero,samchon,"Naga, a high school student with psychic powers, gets recruited into the crime-fighting organization SPOON. He and his teammates Hyena and Sasa work together to save the world. Can they defeat KNIFE and find world peace?",FRIDAY,30,44,30,23
1882,DRAMA,16,FRIDAY,110,611417,9.71,37379591,5676774,ONGOING,FALSE,Lost in Translation,Jjolee,"The up-and-coming K-pop group Mayhem is steadily climbing the charts, but fame doesn't come for free. Bad Boy front man of the group Wyld knows this all too well. Forced to take on a controversial persona behind his fellow members' backs to help keep the momentum going, can Wyld keep sight of himself beneath all the lies and scandals? Or will he become his own false persona?",FRIDAY,16,21,42,24
2049,DRAMA,19,FRIDAY,95,794487,9.71,37177988,4883635,ONGOING,FALSE,"Mom, I'm Sorry","MiTi,GUGU","??Mom, I??m sorry. Please don??t die.??When Henry realizes death is at his mother??s doorstep, he strikes a deal with a lifespan dealer to give years of his own life to his ailing mother. Now, his mother is a 20-year-old college student with a full life ahead of her, and Henry devotes his remaining days to helping her live life to the fullest. But things turn complicated when his friend falls in love with her!",FRIDAY,19,15,41,25
2406,ROMANCE,17,FRIDAY,102,528468,9.84,34257231,5550558,ONGOING,FALSE,Romance 101,Namsoo,"Bareum??s planner might be full, but one thing she desperately needs in her diary is a date. When she is lured into joining a programming club by her friend??s hot coworker, it looks like there might be hope for her. But will her inexperience lead to her downfall? And why does she keep running into his bad-tempered friend instead?
",FRIDAY,17,28,2,26
387,SLICE_OF_LIFE,36,FRIDAY,123,350071,9.44,33724405,2532302,COMPLETED,FALSE,Snailogy,Snailords,"I like writing jokes people don't laugh at. Lighthouse for lost souls with social anxiety, depression, gender dysphoria...and more.",FRIDAY,36,47,104,27
2142,COMEDY,23,FRIDAY,16,628674,9.62,33613899,3557301,COMPLETED,TRUE,The Wolf & Red Riding Hood,XUANN,"High school student Anna wakes up one day to find that she??s super hairy, incredibly strong, and craves meat all the time. Her mom thinks it??s puberty??until Anna grows ears and a tail. Definitely not puberty. Can she figure out how to stop herself from becoming a werewolf before the full moon?","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",23,20,63,28
1758,ROMANCE,24,FRIDAY,92,503256,9.44,31102237,3515625,HIATUS,FALSE,Brimstone and Roses,Speremint,"Bea is over her ex. Absolutely, completely, over her... except that she's not. When Bea finds out that her ex is also attending her sister's wedding, Bea does what any logical person would do and summons an incredibly hot, sarcastic demon to be her date. But demons are tricky, and now hers won't leave her alone.",FRIDAY,24,30,103,29
2113,DRAMA,21,FRIDAY,90,690742,9.65,30802451,3976009,ONGOING,FALSE,Back to You,Honey B,"What if an unexpected accident suddenly transported you back to ten years ago? For Hayoung, suddenly traveling back in time to high school means the opportunity to save the life of Jaehyun, the one person she's always loved... Will she be able to change both of their fates?",FRIDAY,21,18,59,30
772,THRILLER,102,FRIDAY,17,357044,9.75,27823701,401742,COMPLETED,FALSE,Shriek,Various Artists,Prepare to swallow your screams. This horror anthology is loaded with special effects for maximum scare??just in time for Halloween.,"THURSDAY,FRIDAY",102,46,25,31
468,SUPERNATURAL,57,FRIDAY,120,125286,9.69,26346765,1133442,COMPLETED,FALSE,UndeadEd,Boredman,"After being declared clinically dead, traveling salesman Ed Zamsa tries to go on with his life regardless of his strange condition. As if things weren't hard enough without being dead.","FRIDAY,SATURDAY,SUNDAY",57,115,49,32
2576,COMEDY,28,FRIDAY,83,413799,9.47,25428095,3181825,ONGOING,FALSE,Rooftops & Roommates,Zaanart,"Jeb is an architecture major at university, rooming with his best friend Todd. There's just one problem... Jeb??s secretly a gargoyle! Between studying, partying, and a bad ghost problem, will Jeb be able to keep his true identity a secret?","MONDAY,FRIDAY",28,34,96,33
536,THRILLER,71,FRIDAY,37,393993,9.6,25367505,848795,COMPLETED,FALSE,Chiller,Various Artists,Stories that crawl up and down your spine. ,"FRIDAY,SATURDAY",71,38,67,34
2395,ROMANCE,25,FRIDAY,67,609940,9.63,25092040,3384153,ONGOING,FALSE,Secret Playlist,2F,"Hanju is your ordinary university student??except for the fact that she??s also the up-and-coming Metube cover artist, PLII. When popular boy group member Levi takes notice of PLII and requests to collaborate, Hanju will do anything to hide her secret identity. But as the two grow closer working on a class project, Hanju??s cover begins to unravel. Will Levi discover her secret?",FRIDAY,25,22,62,35
921,SF,34,FRIDAY,1367,81772,8.95,24281313,2677727,ONGOING,FALSE,Denma,Youngsoon Yang,"Dike the Invincible Death is the #1 target for bounty hunters across planet Urano. After getting drugged by a mysterious woman in a bar, Dike wakes up in the body of Denma, a 12-year-old space courier. With Denma's powers as a Quanx, he journeys across the galaxy fighting futuristic societies, flying spaceships, and foiling insidious plots, all to get his body back.","WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",34,137,138,36
185,FANTASY,66,FRIDAY,189,174484,9.74,22631375,1038511,COMPLETED,FALSE,Hellper,SAKK,"When the leader of a biker gang dies and finds himself with a ticket to Hell, he sets out on a quest to change his fate. He needs to collect 100 black bracelets of other condemned souls to qualify for reincarnation. ",FRIDAY,66,94,33,37
799,COMEDY,55,FRIDAY,80,215221,9.47,22457028,1185710,COMPLETED,FALSE,Brutally Honest,Deya Muniz,Funny things happen so I draw them.,"WEDNESDAY,FRIDAY,SUNDAY",55,77,98,38
1263,ROMANCE,29,FRIDAY,8,544059,9.42,22450262,3140697,COMPLETED,TRUE,Dating With a Tail,"Jinha,Hepon","On the dawn of her 29th birthday, unlucky-in-love Yunha discovers a shocking family secret: she??s started growing a fox tail, the mark of an ancestral curse. She must find her fated love before her 30th birthday or she is destined to become a fox forever! Even with her new-found enchanting power to attract men using her scent, will one year be enough to break the curse before it??s too late?",FRIDAY,29,26,108,39
74,ROMANCE,65,FRIDAY,66,324006,9.69,21220159,1045072,COMPLETED,FALSE,Salty Studio,OMYO,"Togeun quits his job at his dad's company and moves out of his parent's house to pursue his new purpose in life, drawing! Except... he doesn't actually know how to draw. When he discovers the artist whose work he had been admiring is his old classmate Sonagi, Togeun begs her to teach him how to draw in exchange for giving her a place to work. Thus begins the cohabitation of two unlikely friends.",FRIDAY,65,57,47,40
1535,FANTASY,37,FRIDAY,116,309460,9.44,21171437,2388297,HIATUS,FALSE,Hooves of Death,Sam Bragg,"Read Hooves of Death now on Webtoon! It??s the end of the world, and humanity is on its last legs against the zombie horde.  Now, all that stands between mankind and total extinction are Commander Sprinkles, Blaze, Sergeant Glitter and a handful of other fierce warriors.  Mythical creatures with supernatural powers and incredible determination, they have sworn to protect the human race. Yes, they are unicorns ??but they are also our last hope.",FRIDAY,37,59,105,41
75,HORROR,51,FRIDAY,109,381059,9.58,21103328,1326897,ONGOING,FALSE,Distant Sky,"Inwan Youn,Sunhee Kim","""Am I the only one still alive?"" A boy wakes up to find himself in a building full of dead people, and Gangnam is shrouded in complete darkness. No cars, no electricity and no stars in the sky??Not only Gangnam but the entire city seems deserted.",FRIDAY,51,42,70,42
2320,ACTION,32,FRIDAY,110,337250,9.53,20254799,2975289,COMPLETED,FALSE,microHUNTER,"B.Y,JRobin","While out to get his sister??s favorite snack, Baekhyeon finds himself and the people around him suddenly shrinking... to the size of ants! Now, everything from cats to robotic vacuums pose a threat to human survival. Within this chaos, everyone is given a gift -- a unique superpower and interface that lets them see data about themselves. Though it??s become a dark and desperate world, Baekhyeon must put his ability and wits to the test to make it out alive and save his sister.",FRIDAY,32,50,81,43
2190,COMEDY,38,FRIDAY,11,333184,9.66,19953514,2064961,COMPLETED,TRUE,My Daughter is a Zombie,Yun-chang Lee,"One year after an unprecedented zombie attack that killed hundreds of thousands, South Korea has finally been declared zombie-free. But Jeonghwan holds a secret: his daughter is the last zombie left on earth. When her cravings are satisfied and her violent tendencies die down, it almost seems like there??s hope for her to have a normal life. But how long can he keep Su-ah a secret from everyone else?","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",38,52,56,44
585,COMEDY,73,FRIDAY,426,80971,5.64,19505467,820657,COMPLETED,FALSE,BuzzFeed Comics,BuzzFeed Comics,Comics that get you.,"MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",73,138,154,45
2739,ROMANCE,40,FRIDAY,48,590957,9.44,16783300,1748931,ONGOING,FALSE,So I Married the Anti-Fan,"Jaerim,Eunjeong Kim","Now a major (K-Drama) adaptation.
How far would you go to take down the person you hate most? With no house, no job, and nothing left to lose, Geunyeong Lee is willing to risk it all to bring down the country??s national treasure, Korean superstar Who Joon. But once the two really get to know each other, bringing him down suddenly becomes a lot harder. Will she be able to ruin him once and for all after she learns the truth about the man behind the popstar?",FRIDAY,40,24,102,46
1988,FANTASY,27,FRIDAY,48,762175,9.61,16176232,3296935,COMPLETED,FALSE,WEBTOON GREENLiGHT,"WEBTOON,Various Artists","You choose the next Original! Every Friday a new series will be released. If the third episode of any series receives 60,000 likes by the following Thursday at 5 pm PDT then it will be greenlit and will become a full-length Original series.",FRIDAY,27,17,65,47
1363,FANTASY,52,FRIDAY,39,386212,9.47,15829089,1316067,COMPLETED,FALSE,April Flowers,ccustard,"Ghosts and demons roam the earth, and it's up to exorcists to stop them. Powerful, fearless, and courageous- it's April's dream to become an exorcist, and when she's admitted into Elden Academy, the top school for exorcism, she's more than excited to start. However, the appearance of an unexpected roommate reveals the secrets and lies that lay within the world of ghost hunting.",FRIDAY,52,40,97,48
1963,TIPTOON,44,FRIDAY,54,205242,9.75,15471495,1578163,COMPLETED,FALSE,Staying Healthy Together,Various Artists,"A series of tips for staying safe during the COVID-19 outbreak. Brought to you by the WEBTOON Staff and Original Creators around the world. For the most recent information about the novel virus COVID-19, go to the World Health Organization's (WHO) website at www.who.int. Let's stay healthy together!","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",44,81,27,49
2140,ROMANCE,46,FRIDAY,12,413461,9.59,15350528,1541757,COMPLETED,TRUE,Love Doesn't Talk,Ann,"They say third time??s the charm, right? After three misunderstandings, sparks start to fly between classmates Yuzuki and Kou, and what stems from fate turns into friendship and eventually blossoms into love. But you can??t have a high school romance without a love triangle. Enter Subaru, a boy from another class who isn??t afraid to go after Yuzuki??s heart! Who will Yuzuki choose in the end: the quiet and inexpressive Kou or the bold and friendly Subaru?","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",46,35,69,50
2275,THRILLER,42,FRIDAY,9,346474,9.74,14617663,1710066,COMPLETED,TRUE,PIGPEN,"Carnby Kim,Beom Sick Cheon","A relaxing getaway in paradise, or a death trap? A young man wakes up on a breathtaking beach, but he has no idea who he is or how he got there. Try as he might to piece it all together, untangling this mind-bending mystery won??t be easy when every clue leads to more maddening questions... and the family that welcomes him into their home is not what they seem.","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",42,49,31,51
2647,ROMANCE,63,FRIDAY,4,503198,9.34,13548161,1052276,COMPLETED,TRUE,Nevertheless,Jeongseo,"Now a major adaptation on streaming.
What happens when a girl who wants to date but doesn??t believe in love meets a guy who likes to flirt but thinks relationships are a drag? That??s how it is for Nabi and Jae-eon, two art students who meet in college and develop a strong connection -- inspired by butterflies. As they get to know each other and their relationship progresses, they??ll face the early stages of attraction and the ups and downs of dating. This story will make you long to be in a relationship -- even when you know it won??t be easy.","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",63,31,114,52
1265,DRAMA,47,FRIDAY,7,325070,9.75,13253562,1454501,COMPLETED,TRUE,Death's Game,"LEE WONSIK,GGULCHAN","He??s perennially unemployed, his ex-girlfriend has moved on, and he??s just lost all his life savings to a bitcoin scam. Burdened by societal pressures, Yijae Choi decides to take his own life. Insulted by his flippant attitude towards dying, Death comes to punish him with her game: he must experience death over and over again through 13 other lives. But if he can find a way to survive the imminent death coming for these lives, he gets to live out their lifetime. His life was a bust, but what about the lives of others?","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",47,55,26,53
2810,THRILLER,67,FRIDAY,9,399164,9.28,13116644,988382,COMPLETED,TRUE,All of Us Are Dead,Joo Dong-geun,"Now a major adaptation on streaming.
Life at Hyosan High School is nothing special??until the students realize they??re in ground zero of a deadly virus that turns its victims into flesh-eating monsters. As the virus tears through their schoolmates in a matter of hours, they realize they have nowhere to run. Trapped in their high school with zombified versions of their friends and teachers, they must find a way to fight -- and escape with their lives.","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",67,37,121,54
960,SUPERNATURAL,69,FRIDAY,80,207096,9.32,12900916,928315,COMPLETED,FALSE,Shard,echorise,"When a witch is told she needs a virgin to complete a spell she sets out in search of the ideal candidate, but what happens when the victim - a geologist with all the makings of the perfect sacrifice - isn't quite as innocent as she thought?",FRIDAY,69,80,117,55
1454,FANTASY,41,FRIDAY,111,232018,9.72,12598866,1738448,HIATUS,FALSE,Four Leaf,Lumaga,"Lupe hasn??t been able to adapt very well to the new school??though she hasn??t really been able to adapt to anything ever. Four Leaf is a story about a bunch of dangerous magical girls, but most specially about one not-at-all-magical girl.",FRIDAY,41,69,38,56
388,THRILLER,90,FRIDAY,97,169361,9.17,12486904,485484,COMPLETED,FALSE,Friday Forbidden Tales,Bae Jin-Soo,"Every Friday, forbidden tales will be revealed.",FRIDAY,90,97,129,57
2134,THRILLER,54,FRIDAY,6,410506,9.68,12369730,1197152,COMPLETED,TRUE,Rotten,Goodguy,"Jaeshin sees dead people, and Officer Han can sniff out evil. Literally. Their search for a missing friend leads them and professional stuntwoman Yuhyeon into a tangled web of vile cover-ups and twisted violence. Can they handle the overpowering stench of evil?","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",54,36,52,58
2699,COMEDY,45,FRIDAY,40,384707,9.4,12345802,1563581,ONGOING,FALSE,Forever After,"Hannah Patten,Violet Matter,WmW","Robin just wants an easy life. Land a prince, live like a princess; it worked out for Cinderella. Self-respect need not apply.  When her wish to live out a real-life fairytale is misinterpreted by the Fates, she finds herself in the storybook realm of Forever After, only she??s not a princess at all! Cast as the Prince, Robin must fight her way through the broken stories of her youth and restore their happy endings if she ever hopes to return home. Some things in Forever After are not quite as they were written, and Robin is not the only one racing through the tales. Stuck with all the responsibility she never wanted, Robin could be the hero to save them all??but not if the Wicked Witch has anything to say about it. ",FRIDAY,45,41,109,59
77,DRAMA,75,FRIDAY,8,289608,9.74,11956014,786959,COMPLETED,TRUE,The Sound of Magic Annarasumanara,Ilkwon Ha,"When she was little, Yun Ai dreamed of becoming a magician. But in reality, she's just a high school student who can't even afford new socks. After meeting a mysterious magician at a carnival, she decides to follow her dream.",FRIDAY,75,62,32,60
2191,HEARTWARMING,43,FRIDAY,102,226025,9.65,11162029,1644665,COMPLETED,FALSE,HEART Anthology,"Marvin.W,caw-chan,Various Artists","Featuring stories from the 2020 Short Story Contest!  From wholesome stories to tearjerkers, are you ready to catch these feelings? New stories released every Wednesday.","WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",43,70,60,61
472,SLICE_OF_LIFE,79,FRIDAY,100,116626,9.51,10949510,654950,COMPLETED,FALSE,How to Love,Dorris McComics,"A heart-warming, heart-cooking, heart-eating, heart-digesting guide to love.","THURSDAY,FRIDAY",79,121,90,62
1703,SUPERNATURAL,50,FRIDAY,45,415060,9.77,10635673,1327621,ONGOING,FALSE,Third Shift Society,Meredith Moriarty,"Life??s funny.  One minute you're jobless, deep in debt and on the verge of eviction; the next you??re in a fight with a monster and getting a job working for a Paranormal Detective with the head of a Jack-o-Lantern. It??s an age-old story. Now the financially-challenged Ellie (who??s just discovered she has strong psychic powers) and her Pumpkin-headed boss Ichabod have to team up and fight the things that go bump in the night.",FRIDAY,50,33,18,63
1796,DRAMA,56,FRIDAY,24,480539,9.52,10316947,1138833,HIATUS,FALSE,Version Day and Night,dewkneelight,"Candy always dreamed of something more exciting than her secret double life. Sure, there??re her illicit nighttime meetings with Shun, the handsome class president with a double life of his own, but what good are cloaks without a little dagger? Lucky (or unlucky) for her, the new transfer student Jean is here to shake things up, and he just found out about Candy and Shun??s covert hobby. Can the pair keep themselves out of trouble, or will the covers get ripped off their private lives?",FRIDAY,56,32,85,64
1894,SUPERNATURAL,62,FRIDAY,28,550364,9.06,10265702,1064147,HIATUS,FALSE,KILLMAX,"Kennycomics(Paul Jun),SilentMaru","Born into a bloodline of witches, Max is forced into a life on the run from the witch hunters. But when she unknowingly finds a way to use her magic, her life changes into something she could have ever imagined. ",FRIDAY,62,25,134,65
1840,DRAMA,39,FRIDAY,9,216121,9.72,9826018,1781802,COMPLETED,TRUE,Yuna & Kawachan,Lauren Schmidt,"When monsters descend upon their hometown, two best friends - a school girl abandoned by her family and a mascot with PTSD - must work together to survive the apocalypse.",FRIDAY,39,76,39,66
3788,FANTASY,53,FRIDAY,7,808384,9.73,9723375,1216640,ONGOING,FALSE,WEBTOON x BTS,WEBTOON," ??At that moment... I was drawn to an unknown force.??As we wait for the series premiere of 7FATES: CHAKHO, check out these teaser episodes that will drop each day for every member, starting on Christmas!","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",53,13,35,67
2505,DRAMA,58,FRIDAY,10,219439,9.78,9689079,1116645,COMPLETED,TRUE,Dark Mortal,Jeonyeok Lee,"Being called a freak isn??t so bad when you have a spunky little black blob as a companion. An explosion leaves Nam Kang orphaned, scarred, and nearly blind, but he toughs out the daily bullying with the help of his imaginary blob friend, Inky. Until one day, Nam wakes from a bad beating to find his scars healed and his vision restored. At a new school, Nam is finally given the chance to live life as a normal kid. But it isn??t just his scars that have disappeared. His best friend Inky is gone, too.","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",58,75,16,68
2141,THRILLER,80,FRIDAY,11,196171,7.84,9400721,650471,COMPLETED,TRUE,Ctrl+Z,MiTi,"What if you had the power to erase people's memories? Would you use it to help those in need? Or would you use it to become the most powerful person in the world? For Kyle, this newfound power was going to change his life... for better or for worse.","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",80,84,152,69
2849,ACTION,59,FRIDAY,42,336509,9.85,9390744,1115898,ONGOING,FALSE,Return of the Blossoming Blade,"LICO,Biga","When Cheongmyeong of the Mount Hua Sect awakens a hundred years in the future, his last memories are of a bloody battle against the Leader of the Demonic Cult, the evil Cheonma. The battle almost saw the end of the Ten Great Sects of ancient China, when Cheongmyeong ended the hard-fought struggle by striking down Cheonma. Soon after, he succumbed to his wounds, filled with regret at their pyrrhic victory. All is not lost, however, as he awakens to his second chance at life. Shocked to find his beloved Mount Hua Sect reduced to a mere shadow of itself in the present day, Cheongmyeong embarks on a journey to restore Mount Hua to its former glory. 
",FRIDAY,59,51,0,70
2284,COMEDY,49,FRIDAY,63,169995,9.34,9309285,1333386,ONGOING,FALSE,Andy Bass,"KenneDuck,Gia","Andy Bass is just like any other high school sophomore. She has to deal with maintaining grades, having an arch-nemesis, falling for a cute transfer student, and most importantly, being a vertical mermaid! (Totally normal, right?) Andy is the most hideous creature alive, and she still has to attend public school!",FRIDAY,49,96,116,71
